8.46292	0.243462	0.1	0.1	0.1	8.46292	0.243462	8.6	0.25	2.25444e-314	2.25455e-314
8.4483	0.251354	-0.130318	0.105028	0.1	8.44818	0.251553	8.45	0.25	0.000164057	2.25455e-314
8.47074	0.25055	-0.0853914	0.110257	0.1	8.56759	0.241943	8.45	0.25	0.000164057	0.125361
8.46293	0.251668	-0.0880325	0.114686	0.0999957	8.45582	0.253997	8.45	0.25	0.00449833	0.125361
8.37149	0.241226	-1.09843	0.130518	0.0998152	8.42544	0.254042	8.35	0.25	0.00449833	15.644
8.30731	0.240192	-1.12014	0.105612	0.0992908	8.23962	0.24916	8.25	0.25	0.315861	15.644
8.1001	0.230834	-1.47551	-0.146272	0.0927965	7.93286	0.188391	8.05	0.2	0.315861	16.23
8.002	0.198466	-1.53323	0.113075	0.0984228	7.84073	0.159858	7.85	0.15	1.76713	16.23
7.8238	0.225355	-1.96435	-0.300544	0.0843943	7.61269	0.155818	7.7	0.15	1.76713	12.9349
7.70303	0.182519	-2.03083	0.0200579	0.0944208	7.54016	0.159641	7.55	0.15	1.72023	12.9349
7.58933	0.146946	-2.13458	0.144009	0.0988102	7.50815	0.0953827	7.45	0.100001	1.72023	0.511026
7.45597	0.0710757	-2.18283	0.315702	0.106259	7.3426	0.0345312	7.35	0.0500011	0.901253	0.511026
7.29183	0.112832	-2.48769	0.0812684	0.055988	7.20598	0.00492725	7.2	9.49949e-07	0.901253	3.50524
7.13727	0.0218203	-2.56206	0.220798	0.0695595	7.05406	-0.0533413	7.05	-0.0499992	0.910637	3.50524
7.03418	-0.0773415	-2.31436	0.350934	0.125581	6.74585	-0.143185	6.95	-0.15	0.910637	4.50711
6.9042	-0.18196	-2.37128	0.435953	0.144974	6.84972	-0.258748	6.85	-0.25	0.632473	4.50711
6.79378	-0.262371	-2.3927	0.480499	0.161309	6.66966	-0.346668	6.75	-0.349999	0.632473	0.440333
6.68068	-0.370117	-2.45263	0.544098	0.185246	6.64329	-0.462604	6.65	-0.449999	0.670785	0.440333
6.63867	-0.520922	-2.20584	0.736433	0.465261	6.60862	-0.557035	6.6	-0.549999	0.670785	8.68208
6.55883	-0.612902	-2.22671	0.776251	0.476247	6.56029	-0.650892	6.55	-0.65	0.0929499	8.68208
6.5178	-0.784147	-2.13322	0.987137	0.798496	6.40696	-0.842921	6.5	-0.85	0.0929499	6.73211
6.45559	-0.930885	-2.21153	1.07107	0.830726	6.45805	-1.05268	6.45	-1.05	0.917669	6.73211
6.36792	-1.01427	-2.2402	1.00853	0.609699	6.38626	-1.15695	6.35	-1.15	0.917669	3.0137
6.29441	-1.15365	-2.31932	1.05845	0.618956	6.25499	-1.25007	6.25	-1.25	0.647657	3.0137
6.37097	-1.41632	-2.34821	1.51089	1.36266	6.43125	-1.48148	6.3	-1.45	0.647657	36.9275
6.36609	-1.57315	-2.41485	1.59768	1.37077	6.36328	-1.65656	6.35	-1.65	0.414931	36.9275
6.32203	-1.6282	-2.15093	1.50891	1.08668	6.3228	-1.81431	6.3	-1.8	0.414931	7.51464
6.30133	-1.78437	-2.27106	1.55862	1.06658	6.24641	-1.95075	6.25	-1.95	1.76804	7.51464
6.34605	-1.97573	-2.54339	1.73053	1.25952	6.31851	-2.10969	6.3	-2.1	1.76804	8.02136
6.36202	-2.13134	-2.61913	1.78681	1.24473	6.34644	-2.23829	6.35	-2.25	0.67267	8.02136
6.35584	-2.25086	-2.45545	1.78505	1.1304	6.32593	-2.40018	6.35	-2.4	0.67267	3.70954
6.37452	-2.42186	-2.54829	1.82913	1.1035	6.34927	-2.55175	6.35	-2.55	1.02612	3.70954
6.42088	-2.58832	-2.67356	1.8987	1.11931	6.43125	-2.71878	6.4	-2.7	1.02612	0.918123
6.45892	-2.75525	-2.73692	1.94206	1.09674	6.43257	-2.84245	6.45	-2.85	0.498852	0.918123
6.47447	-2.86721	-2.55824	1.95448	1.03378	6.46536	-3.00452	6.45	-3	0.498852	3.19514
6.50057	-3.02764	-2.64061	1.97384	0.997477	6.44119	-3.14955	6.45	-3.15	1.11585	3.19514
6.55707	-3.1858	-2.72473	2.01963	0.990031	6.52249	-3.32007	6.5	-3.3	1.11585	0.599603
6.60189	-3.35654	-2.78875	2.04384	0.958384	6.5453	-3.45745	6.55	-3.45	0.823669	0.599603
6.68326	-3.52073	-2.93955	2.09676	0.964392	6.6358	-3.59197	6.65	-3.6	0.823669	1.08167
6.7607	-3.68251	-2.97983	2.13574	0.949457	6.76011	-3.75457	6.75	-3.75	0.308942	1.08167
6.82642	-3.80736	-2.81549	2.1713	0.92615	6.83625	-3.92723	6.8	-3.9	0.308942	1.8306
6.89797	-3.96727	-2.86037	2.19679	0.900813	6.85997	-4.05805	6.85	-4.05	0.601321	1.8306
